-4.5 2.51498e-09
-4.497 1.71867e-08
-4.494 4.30774e-08
-4.491 7.84638e-08
-4.488 1.21001e-07
-4.48499 1.67928e-07
-4.48199 2.16299e-07
-4.47899 2.63214e-07
-4.47599 3.06048e-07
-4.47299 3.42642e-07
-4.46999 3.71457e-07
-4.46699 3.91678e-07
-4.46399 4.0326e-07
-4.46099 4.06913e-07
-4.45799 4.04032e-07
-4.45498 3.96585e-07
-4.45198 3.8695e-07
-4.44898 3.77735e-07
-4.44598 3.71581e-07
-4.44298 3.70966e-07
-4.43998 3.78029e-07
-4.43698 3.94409e-07
-4.43398 4.21138e-07
-4.43098 4.58561e-07
-4.42798 5.06318e-07
-4.42497 5.63364e-07
-4.42197 6.28037e-07
-4.41897 6.98172e-07
-4.41597 7.71234e-07
-4.41297 8.44488e-07
-4.40997 9.15166e-07
-4.40697 9.80637e-07
-4.40397 1.03857e-06
-4.40097 1.08708e-06
-4.39797 1.12481e-06
-4.39496 1.15104e-06
-4.39196 1.16568e-06
-4.38896 1.16928e-06
-4.38596 1.16301e-06
-4.38296 1.14852e-06
-4.37996 1.12789e-06
-4.37696 1.10346e-06
-4.37396 1.0777e-06
-4.37096 1.05305e-06
-4.36796 1.03182e-06
-4.36495 1.01601e-06
-4.36195 1.00724e-06
-4.35895 1.00665e-06
-4.35595 1.01488e-06
-4.35295 1.03203e-06
-4.34995 1.05767e-06
-4.34695 1.09094e-06
-4.34395 1.13056e-06
-4.34095 1.17498e-06
-4.33795 1.22245e-06
-4.33494 1.27116e-06
-4.33194 1.31937e-06
-4.32894 1.36548e-06
-4.32594 1.40819e-06
-4.32294 1.4465e-06
-4.31994 1.47987e-06
-4.31694 1.50814e-06
-4.31394 1.53161e-06
-4.31094 1.551e-06
-4.30794 1.56739e-06
-4.30493 1.58212e-06
-4.30193 1.5968e-06
-4.29893 1.61309e-06
-4.29593 1.63269e-06
-4.29293 1.65719e-06
-4.28993 1.68799e-06
-4.28693 1.72618e-06
-4.28393 1.77254e-06
-4.28093 1.82741e-06
-4.27793 1.89071e-06
-4.27492 1.96195e-06
-4.27192 2.04019e-06
-4.26892 2.12414e-06
-4.26592 2.21219e-06
-4.26292 2.3025e-06
-4.25992 2.39308e-06
-4.25692 2.4819e-06
-4.25392 2.56698e-06
-4.25092 2.64647e-06
-4.24792 2.71876e-06
-4.24491 2.78254e-06
-4.24191 2.83688e-06
-4.23891 2.88122e-06
-4.23591 2.91544e-06
-4.23291 2.93985e-06
-4.22991 2.95513e-06
-4.22691 2.96235e-06
-4.22391 2.96287e-06
-4.22091 2.95829e-06
-4.21791 2.95034e-06
-4.2149 2.94086e-06
-4.2119 2.93166e-06
-4.2089 2.92445e-06
-4.2059 2.92079e-06
-4.2029 2.92199e-06
-4.1999 2.9291e-06
-4.1969 2.94285e-06
-4.1939 2.96363e-06
-4.1909 2.99152e-06
-4.1879 3.02626e-06
-4.18489 3.06734e-06
-4.18189 3.11398e-06
-4.17889 3.16523e-06
-4.17589 3.22005e-06
-4.17289 3.2773e-06
-4.16989 3.3359e-06
-4.16689 3.39484e-06
-4.16389 3.45324e-06
-4.16089 3.51042e-06
-4.15789 3.56595e-06
-4.15488 3.61962e-06
-4.15188 3.67151e-06
-4.14888 3.72196e-06
-4.14588 3.77156e-06
-4.14288 3.82109e-06
-4.13988 3.87154e-06
-4.13688 3.92399e-06
-4.13388 3.97959e-06
-4.13088 4.0395e-06
-4.12788 4.10481e-06
-4.12487 4.17647e-06
-4.12187 4.25529e-06
-4.11887 4.34181e-06
-4.11587 4.43633e-06
-4.11287 4.53887e-06
-4.10987 4.64911e-06
-4.10687 4.76646e-06
-4.10387 4.89003e-06
-4.10087 5.01868e-06
-4.09787 5.15101e-06
-4.09486 5.28549e-06
-4.09186 5.42045e-06
-4.08886 5.55414e-06
-4.08586 5.68486e-06
-4.08286 5.81093e-06
-4.07986 5.93082e-06
-4.07686 6.0432e-06
-4.07386 6.14694e-06
-4.07086 6.2412e-06
-4.06786 6.32542e-06
-4.06485 6.39937e-06
-4.06185 6.46313e-06
-4.05885 6.51709e-06
-4.05585 6.56192e-06
-4.05285 6.59855e-06
-4.04985 6.62814e-06
-4.04685 6.652e-06
-4.04385 6.67157e-06
-4.04085 6.68837e-06
-4.03785 6.7039e-06
-4.03484 6.71964e-06
-4.03184 6.73697e-06
-4.02884 6.75714e-06
-4.02584 6.78123e-06
-4.02284 6.81011e-06
-4.01984 6.84447e-06
-4.01684 6.88475e-06
-4.01384 6.93119e-06
-4.01084 6.98381e-06
-4.00784 7.04247e-06
-4.00483 7.10687e-06
-4.00183 7.17657e-06
-3.99883 7.25109e-06
-3.99583 7.32989e-06
-3.99283 7.41245e-06
-3.98983 7.49826e-06
-3.98683 7.58694e-06
-3.98383 7.6782e-06
-3.98083 7.77187e-06
-3.97783 7.86798e-06
-3.97482 7.96668e-06
-3.97182 8.0683e-06
-3.96882 8.17334e-06
-3.96582 8.28242e-06
-3.96282 8.39627e-06
-3.95982 8.51572e-06
-3.95682 8.64163e-06
-3.95382 8.77485e-06
-3.95082 8.91622e-06
-3.94782 9.06647e-06
-3.94481 9.22621e-06
-3.94181 9.39591e-06
-3.93881 9.57581e-06
-3.93581 9.76596e-06
-3.93281 9.96613e-06
-3.92981 1.01759e-05
-3.92681 1.03945e-05
-3.92381 1.0621e-05
-3.92081 1.08542e-05
-3.91781 1.10928e-05
-3.9148 1.1335e-05
-3.9118 1.15793e-05
-3.9088 1.18239e-05
-3.9058 1.20668e-05
-3.9028 1.23063e-05
-3.8998 1.25406e-05
-3.8968 1.2768e-05
-3.8938 1.2987e-05
-3.8908 1.31963e-05
-3.8878 1.33947e-05
-3.88479 1.35814e-05
-3.88179 1.37558e-05
-3.87879 1.39175e-05
-3.87579 1.40666e-05
-3.87279 1.42032e-05
-3.86979 1.43279e-05
-3.86679 1.44414e-05
-3.86379 1.45447e-05
-3.86079 1.46388e-05
-3.85779 1.47252e-05
-3.85478 1.4805e-05
-3.85178 1.48798e-05
-3.84878 1.49509e-05
-3.84578 1.50199e-05
-3.84278 1.5088e-05
-3.83978 1.51566e-05
-3.83678 1.52268e-05
-3.83378 1.52997e-05
-3.83078 1.53763e-05
-3.82778 1.54572e-05
-3.82477 1.55432e-05
-3.82177 1.56348e-05
-3.81877 1.57323e-05
-3.81577 1.58362e-05
-3.81277 1.59466e-05
-3.80977 1.60637e-05
-3.80677 1.61879e-05
-3.80377 1.63192e-05
-3.80077 1.6458e-05
-3.79777 1.66045e-05
-3.79476 1.67592e-05
-3.79176 1.69226e-05
-3.78876 1.70953e-05
-3.78576 1.72781e-05
-3.78276 1.74718e-05
-3.77976 1.76773e-05
-3.77676 1.78958e-05
-3.77376 1.81282e-05
-3.77076 1.83757e-05
-3.76776 1.86395e-05
-3.76475 1.89205e-05
-3.76175 1.92198e-05
-3.75875 1.95383e-05
-3.75575 1.98766e-05
-3.75275 2.02352e-05
-3.74975 2.06145e-05
-3.74675 2.10144e-05
-3.74375 2.14346e-05
-3.74075 2.18747e-05
-3.73775 2.23335e-05
-3.73474 2.28101e-05
-3.73174 2.33027e-05
-3.72874 2.38097e-05
-3.72574 2.4329e-05
-3.72274 2.48582e-05
-3.71974 2.53949e-05
-3.71674 2.59364e-05
-3.71374 2.64801e-05
-3.71074 2.70231e-05
-3.70774 2.75627e-05
-3.70473 2.80961e-05
-3.70173 2.86209e-05
-3.69873 2.91345e-05
-3.69573 2.96349e-05
-3.69273 3.012e-05
-3.68973 3.05882e-05
-3.68673 3.10382e-05
-3.68373 3.1469e-05
-3.68073 3.18799e-05
-3.67773 3.22705e-05
-3.67472 3.26409e-05
-3.67172 3.29913e-05
-3.66872 3.33225e-05
-3.66572 3.36352e-05
-3.66272 3.39305e-05
-3.65972 3.42098e-05
-3.65672 3.44744e-05
-3.65372 3.4726e-05
-3.65072 3.49661e-05
-3.64772 3.51964e-05
-3.64471 3.54185e-05
-3.64171 3.5634e-05
-3.63871 3.58446e-05
-3.63571 3.60516e-05
-3.63271 3.62566e-05
-3.62971 3.64608e-05
-3.62671 3.66656e-05
-3.62371 3.68719e-05
-3.62071 3.70812e-05
-3.61771 3.72943e-05
-3.6147 3.75125e-05
-3.6117 3.77369e-05
-3.6087 3.79687e-05
-3.6057 3.82092e-05
-3.6027 3.84599e-05
-3.5997 3.87225e-05
-3.5967 3.89987e-05
-3.5937 3.92905e-05
-3.5907 3.96001e-05
-3.5877 3.99301e-05
-3.58469 4.0283e-05
-3.58169 4.06616e-05
-3.57869 4.10691e-05
-3.57569 4.15084e-05
-3.57269 4.1983e-05
-3.56969 4.24959e-05
-3.56669 4.30505e-05
-3.56369 4.365e-05
-3.56069 4.42972e-05
-3.55769 4.49949e-05
-3.55468 4.57456e-05
-3.55168 4.65513e-05
-3.54868 4.74136e-05
-3.54568 4.83336e-05
-3.54268 4.93119e-05
-3.53968 5.03483e-05
-3.53668 5.14421e-05
-3.53368 5.25919e-05
-3.53068 5.37956e-05
-3.52768 5.50504e-05
-3.52467 5.63531e-05
-3.52167 5.76994e-05
-3.51867 5.90849e-05
-3.51567 6.05045e-05
-3.51267 6.19527e-05
-3.50967 6.34235e-05
-3.50667 6.49109e-05
-3.50367 6.64086e-05
-3.50067 6.79103e-05
-3.49767 6.94097e-05
-3.49466 7.09006e-05
-3.49166 7.23772e-05
-3.48866 7.3834e-05
-3.48566 7.52658e-05
-3.48266 7.66679e-05
-3.47966 7.80364e-05
-3.47666 7.93678e-05
-3.47366 8.06593e-05
-3.47066 8.19086e-05
-3.46766 8.31144e-05
-3.46465 8.42758e-05
-3.46165 8.53925e-05
-3.45865 8.64649e-05
-3.45565 8.74939e-05
-3.45265 8.84809e-05
-3.44965 8.94276e-05
-3.44665 9.03361e-05
-3.44365 9.12089e-05
-3.44065 9.20483e-05
-3.43765 9.28572e-05
-3.43464 9.3638e-05
-3.43164 9.43936e-05
-3.42864 9.51266e-05
-3.42564 9.58393e-05
-3.42264 9.65343e-05
-3.41964 9.72138e-05
-3.41664 9.78798e-05
-3.41364 9.85345e-05
-3.41064 9.91798e-05
-3.40764 9.98177e-05
-3.40463 0.00010045
-3.40163 0.000101079
-3.39863 0.000101708
-3.39563 0.000102338
-3.39263 0.000102973
-3.38963 0.000103616
-3.38663 0.000104273
-3.38363 0.000104946
-3.38063 0.000105642
-3.37763 0.000106368
-3.37462 0.00010713
-3.37162 0.000107935
-3.36862 0.000108794
-3.36562 0.000109715
-3.36262 0.000110709
-3.35962 0.000111786
-3.35662 0.000112958
-3.35362 0.000114236
-3.35062 0.000115633
-3.34762 0.000117161
-3.34461 0.000118832
-3.34161 0.000120657
-3.33861 0.000122647
-3.33561 0.000124813
-3.33261 0.000127165
-3.32961 0.00012971
-3.32661 0.000132455
-3.32361 0.000135406
-3.32061 0.000138566
-3.31761 0.000141936
-3.3146 0.000145517
-3.3116 0.000149305
-3.3086 0.000153296
-3.3056 0.000157483
-3.3026 0.000161858
-3.2996 0.000166409
-3.2966 0.000171124
-3.2936 0.000175988
-3.2906 0.000180985
-3.2876 0.000186096
-3.28459 0.000191304
-3.28159 0.000196589
-3.27859 0.000201931
-3.27559 0.000207308
-3.27259 0.000212701
-3.26959 0.00021809
-3.26659 0.000223454
-3.26359 0.000228775
-3.26059 0.000234036
-3.25759 0.000239219
-3.25458 0.000244312
-3.25158 0.0002493
-3.24858 0.000254173
-3.24558 0.000258921
-3.24258 0.000263538
-3.23958 0.000268019
-3.23658 0.000272359
-3.23358 0.00027656
-3.23058 0.000280619
-3.22758 0.000284541
-3.22457 0.000288328
-3.22157 0.000291985
-3.21857 0.000295518
-3.21557 0.000298934
-3.21257 0.000302239
-3.20957 0.00030544
-3.20657 0.000308546
-3.20357 0.000311562
-3.20057 0.000314498
-3.19757 0.000317358
-3.19456 0.000320149
-3.19156 0.000322876
-3.18856 0.000325545
-3.18556 0.000328161
-3.18256 0.000330727
-3.17956 0.000333248
-3.17656 0.000335728
-3.17356 0.000338172
-3.17056 0.000340585
-3.16756 0.000342973
